Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Nr. clienți
Staer 23,apostol nicolae,sector 2,sector 2,bucurești,1
Staer 23,apusului,berceni (ilfov),—,ilfov,3
Staer 23,apusului,pantelimon,—,ilfov,1
Staer 23,apusului,popești-leordeni,—,ilfov,10
Staer 23,apusului,sector 6,sector 6,bucurești,2
Staer 23,arad,pantelimon,—,ilfov,1
Staer 23,aragonitului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,aramesti,sector 5,sector 5,bucurești,1
Staer 23,aramesti 8,sector 5,sector 5,bucurești,1
Staer 23,arasilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,arcadiei,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,arcadiei,sector 4,sector 4,bucurești,2
Staer 23,arcusului,sector 3,sector 3,bucurești,1
Staer 23,arges,pruni,—,ilfov,1
Staer 23,argeselu,sector 4,sector 4,bucurești,8
Staer 23,argesului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,argesului,clinceni,—,ilfov,3
Staer 23,arh.ionescu grigore,sector 2,sector 2,bucurești,1
Staer 23,arinii doinei,sector 6,sector 6,bucurești,1
Staer 23,aristide pascal,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,armasu mare,sector 4,sector 4,bucurești,1
Staer 23,armatei,pantelimon,—,ilfov,1
Staer 23,armeneasca,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,armeneasca,sector 2,sector 2,bucurești,1
Staer 23,armenis,sector 3,sector 3,bucurești,1
Staer 23,armistitiului,bragadiru,—,ilfov,2
Staer 23,armoniei,berceni (ilfov),—,ilfov,1
Staer 23,aron cotrus,sector 1,sector 1,bucurești,1
Staer 23,aron cotrusnur,sector 3,sector 3,bucurești,1
Staer 23,aron pumnul,sector 5,sector 5,bucurești,2
Staer 23,artistilor,1 decembrie,—,ilfov,2
Staer 23,artistilor,decembrie,—,ilfov,1
Staer 23,astrelor,popești-leordeni,—,ilfov,9
Staer 23,atea nicolae cerga,sector 2,sector 2,bucurești,1
Staer 23,atena,tamas,—,ilfov,1
Staer 23,ateneului,balaceanca,—,ilfov,1
Staer 23,aton bacalbasa,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,aurel botea,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,aurel vlaicu,chitila,—,ilfov,1
Staer 23,aurel vlaicu,voluntari–pipera,—,ilfov,1
Staer 23,aurului,sector 2,sector 2,bucurești,1
Staer 23,autrel persu,sector 4,sector 4,bucurești,1
Staer 23,av stefan protopopescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,avalansei,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,avalansei,sector 4,sector 4,bucurești,2
Staer 23,aviatiei,sector 1,sector 1,bucurești,5
Staer 23,aviator,brănești,—,ilfov,1
Staer 23,aviator adrian iovan,otopeni,—,ilfov,1
Staer 23,aviatori,brănești,—,ilfov,1
Staer 23,aviatori transp 80 lei,brănești,—,ilfov,1
Staer 23,aviatoriilor,berceni (ilfov),—,ilfov,1
Staer 23,aviatorilor,berceni (ilfov),—,ilfov,5
Staer 23,avionului,sector 1,sector 1,bucurești,1
Staer 23,avram iancu,otopeni,—,ilfov,1
Staer 23,avram iancu,tunari,—,ilfov,2
Staer 23,azuga,sector 2,sector 2,bucurești,3
Staer 23,azurului,berceni (ilfov),—,ilfov,5
Staer 23,baba novac,bucurești neatribuit,bucurești neatribuit,bucurești,11
Staer 23,baba novac,sector 2,sector 2,bucurești,1
Staer 23,baba novac,sector 3,sector 3,bucurești,12
Staer 23,bacalbasa,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bacalbasa anton,sector 4,sector 4,bucurești,1
Staer 23,bacau,voluntari–pipera,—,ilfov,1
Staer 23,baciului,sector 5,sector 5,bucurești,11
Staer 23,bacului,sector 1,sector 1,bucurești,1
Staer 23,badea cartan,sector 2,sector 2,bucurești,1
Staer 23,badea popescu,buftea,—,ilfov,1
Staer 23,baia de arama,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,baia de arama,sector 2,sector 2,bucurești,5
Staer 23,baia de arama,sector 3,sector 3,bucurești,1
Staer 23,baia mare,sector 3,sector 3,bucurești,5
Staer 23,baiculesti,sector 1,sector 1,bucurești,1
Staer 23,baicului,sector 2,sector 2,bucurești,2
Staer 23,baile herculane,pantelimon,—,ilfov,2
Staer 23,bajesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,baladei,berceni (ilfov),—,ilfov,2
Staer 23,baladei,sector 4,sector 4,bucurești,8
Staer 23,baladei,virteju,—,ilfov,1
Staer 23,baldana,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,balea,sector 4,sector 4,bucurești,1
Staer 23,balomir,sector 5,sector 5,bucurești,2
Staer 23,balta alba,berceni (ilfov),—,ilfov,1
Staer 23,balta albina,sector 3,sector 3,bucurești,1
Staer 23,baltii,copaceni,—,ilfov,1
Staer 23,baltita,sector 4,sector 4,bucurești,14
Staer 23,baneasa,sector 1,sector 1,bucurești,1
Staer 23,banul antonache,sector 1,sector 1,bucurești,1
Staer 23,banul nicolae,sector 2,sector 2,bucurești,4
Staer 23,banul udrea,sector 3,sector 3,bucurești,6
Staer 23,baraganului,popești-leordeni,—,ilfov,4
Staer 23,barbat voevod,sector 2,sector 2,bucurești,1
Staer 23,barbu lautaru,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,barbu mumuleanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,barbu nicolae,sector 4,sector 4,bucurești,2
Staer 23,barbu vacarescu,sector 2,sector 2,bucurești,5
Staer 23,bardasului,sector 5,sector 5,bucurești,2
Staer 23,bardului,sector 4,sector 4,bucurești,1
Staer 23,bateriei,popești-leordeni,—,ilfov,8
Staer 23,bateriei 9,popești-leordeni,—,ilfov,1
Staer 23,becatei,sector 3,sector 3,bucurești,2
Staer 23,becateti,sector 3,sector 3,bucurești,1
Staer 23,begoniei,măgurele,—,ilfov,1
Staer 23,begoniilor,ștefăneștii de jos,—,ilfov,1
Staer 23,benzinariei,vidra,—,ilfov,1
Staer 23,berechet,sector 3,sector 3,bucurești,1
Staer 23,berveni,sector 1,sector 1,bucurești,1
Staer 23,berzei,berceni (ilfov),—,ilfov,1
Staer 23,bibescu voda,sector 4,sector 4,bucurești,1
Staer 23,biharia - cartier henri coanda,sector 1,sector 1,bucurești,1
Staer 23,binelui,sector 4,sector 4,bucurești,16
Staer 23,biruinte,popești-leordeni,—,ilfov,1
Staer 23,biruinte,sector 4,sector 4,bucurești,1
Staer 23,biruintei,popești-leordeni,—,ilfov,24
Staer 23,biruintei - complex apollo residence 3,popești-leordeni,—,ilfov,1
Staer 23,biruintei- siena residence,popești-leordeni,—,ilfov,1
Staer 23,bisericii,adunatii copaceni,—,ilfov,1
Staer 23,bisericii,sat cosereni,—,ilfov,1
Staer 23,bisericii,sat vidra,—,ilfov,1
Staer 23,bisericii,vidra,—,ilfov,1
Staer 23,bistita,berceni (ilfov),—,ilfov,1
Staer 23,bistrita,berceni (ilfov),—,ilfov,8
Staer 23,bizantului,cernica,—,ilfov,1
Staer 23,blandesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bodesti,sector 2,sector 2,bucurești,6
Staer 23,bogdan ghe tudor,sector 3,sector 3,bucurești,2
Staer 23,bogdan gheorghe tudor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bogdan gheorghe tudor,sector 3,sector 3,bucurești,1
Staer 23,bogdan gheorghe tudor,sector 4,sector 4,bucurești,1
Staer 23,boian,sector 4,sector 4,bucurești,4
Staer 23,boldesti,sector 5,sector 5,bucurești,3
Staer 23,boltei,sector 4,sector 4,bucurești,6
Staer 23,bonca marin,sector 3,sector 3,bucurești,1
Staer 23,bonea marin,sector 3,sector 3,bucurești,1
Staer 23,bordesti,sector 4,sector 4,bucurești,1
Staer 23,borsa,sector 1,sector 1,bucurești,1
Staer 23,bozieni,sector 6,sector 6,bucurești,2
Staer 23,bracoveanu,sector 4,sector 4,bucurești,1
Staer 23,bradetului,sector 4,sector 4,bucurești,6
Staer 23,brailita,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,brailita,sector 3,sector 3,bucurești,2
Staer 23,brailita,sector 4,sector 4,bucurești,1
Staer 23,bramnicu sarat,sector 3,sector 3,bucurești,1
Staer 23,brancoveanu s4,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,brancovenu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,brancusi constantin,sector 3,sector 3,bucurești,1
Staer 23,branduselor,sector 3,sector 3,bucurești,2
Staer 23,brandusilor,sector 3,sector 3,bucurești,1
Staer 23,brasov,pantelimon,—,ilfov,1
Staer 23,bratariu,sector 3,sector 3,bucurești,1
Staer 23,braziliei,sector 1,sector 1,bucurești,1
Staer 23,brazilor,frumusani,—,ilfov,1
Staer 23,breaza,popești-leordeni,—,ilfov,1
Staer 23,breaza,sector 3,sector 3,bucurești,3
Staer 23,brebenei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,brebeneilor,petrachioaia,—,ilfov,1
Staer 23,brebu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,brumul postalionului,sector 4,sector 4,bucurești,1
Staer 23,bucegi,sector 1,sector 1,bucurești,1
Staer 23,bucegi,vidra,—,ilfov,2
Staer 23,"bucharest , sector 1 , str petru si pavel",bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,buciumasilor,sector 2,sector 2,bucurești,1
Staer 23,buciumasilor,sector 4,sector 4,bucurești,3
Staer 23,bucovat,sector 4,sector 4,bucurești,2
Staer 23,bucovina,sector 3,sector 3,bucurești,4
Staer 23,bucuresti,frumusani,—,ilfov,2
Staer 23,budieni,sector 6,sector 6,bucurești,1
Staer 23,bufnitei - ultima casa de pe partea stanga,pantelimon,—,ilfov,1
Staer 23,bujorilor,măgurele,—,ilfov,1
Staer 23,bulevardul 1 decembrie,sector 3,sector 3,bucurești,8
Staer 23,bulevardul 1 decembrie 1918,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 23,bulevardul 1 decembrie 1918,sector 3,sector 3,bucurești,18
Staer 23,bulevardul 1 mai,berceni (ilfov),—,ilfov,15
Staer 23,bulevardul 1decembrie,sector 3,sector 3,bucurești,2
Staer 23,bulevardul 1mai,berceni (ilfov),—,ilfov,3
Staer 23,bulevardul a obregia,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,bulevardul a obregia,sector 4,sector 4,bucurești,1
Staer 23,bulevardul al. obregia,sector 4,sector 4,bucurești,31
Staer 23,bulevardul alexandr obregea,sector 4,sector 4,bucurești,2
Staer 23,bulevardul alexandru obregia,bucurești neatribuit,bucurești neatribuit,bucurești,21
Staer 23,bulevardul alexandru obregia,sector 4,sector 4,bucurești,26
Staer 23,bulevardul alx obregia,sector 4,sector 4,bucurești,10
Staer 23,bulevardul anul 1864,sector 6,sector 6,bucurești,1
Staer 23,bulevardul apicultorilor,sector 1,sector 1,bucurești,1
Staer 23,bulevardul atomistilor,măgurele,—,ilfov,2
Staer 23,bulevardul b;d. comstantin brancoveanu,sector 4,sector 4,bucurești,1
Staer 23,bulevardul banul manta,sector 1,sector 1,bucurești,1
Staer 23,bulevardul basarabia,bucurești neatribuit,bucurești neatribuit,bucurești,4
Staer 23,bulevardul basarabia,sector 2,sector 2,bucurești,17
Staer 23,bulevardul basarabia,sector 3,sector 3,bucurești,4
Staer 23,bulevardul basarabiei,sector 2,sector 2,bucurești,3
Staer 23,bulevardul brancoveanu,sector 4,sector 4,bucurești,23
Staer 23,bulevardul bucureștii noi,sector 1,sector 1,bucurești,4
Staer 23,bulevardul burebista,sector 3,sector 3,bucurești,3
Staer 23,bulevardul c brancoveanu,sector 4,sector 4,bucurești,35
Staer 23,bulevardul c-tin brancoveanu,sector 4,sector 4,bucurești,6
Staer 23,"bulevardul cam,il ressu",sector 3,sector 3,bucurești,1
Staer 23,bulevardul cami ressu,sector 3,sector 3,bucurești,1
Staer 23,bulevardul camil ressu,bucurești neatribuit,bucurești neatribuit,bucurești,17
Staer 23,bulevardul camil ressu,sector 1,sector 1,bucurești,1
Staer 23,bulevardul camil ressu,sector 3,sector 3,bucurești,37
Staer 23,bulevardul camil resu,sector 3,sector 3,bucurești,2
Staer 23,bulevardul cantemir,sector 4,sector 4,bucurești,1
Staer 23,bulevardul carol,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul carol 1,sector 2,sector 2,bucurești,1
Staer 23,bulevardul ceahlaul,sector 6,sector 6,bucurești,1
Staer 23,bulevardul chișinău,sector 2,sector 2,bucurești,21
Staer 23,bulevardul const brancoveanu,sector 4,sector 4,bucurești,3
Staer 23,bulevardul constantin bracoveanu,sector 4,sector 4,bucurești,1
Staer 23,bulevardul constantin brnacoveanu,sector 4,sector 4,bucurești,1
Staer 23,bulevardul constantin brâncoveanu,sector 4,sector 4,bucurești,34
Staer 23,bulevardul constructorilor,sector 6,sector 6,bucurești,3
Staer 23,bulevardul coposu,sector 3,sector 3,bucurești,1
Staer 23,bulevardul ctin brancoveanu,sector 4,sector 4,bucurești,26
Staer 23,bulevardul d 1 dec,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul dacia,sector 2,sector 2,bucurești,1
Staer 23,bulevardul daciu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul decebal,sector 3,sector 3,bucurești,12
Staer 23,bulevardul decebal 24,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul decembrie 1918,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,bulevardul dimitrie cantemir,bucurești neatribuit,bucurești neatribuit,bucurești,6
Staer 23,bulevardul dimitrie cantemir,sector 4,sector 4,bucurești,9
Staer 23,bulevardul dimitrie pompeiu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul dinicu golescu,sector 1,sector 1,bucurești,4
Staer 23,bulevardul doamna ghica,sector 2,sector 2,bucurești,13
Staer 23,bulevardul dunarii,voluntari–pipera,—,ilfov,1
Staer 23,bulevardul energeticienilor,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,bulevardul eroilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul eroilor,voluntari–pipera,—,ilfov,1
Staer 23,bulevardul ferdinand,sector 2,sector 2,bucurești,5
Staer 23,bulevardul ferdinand i,sector 2,sector 2,bucurești,2
Staer 23,bulevardul gara obor,sector 2,sector 2,bucurești,1
Staer 23,bulevardul garii,dobroești,—,ilfov,1
Staer 23,bulevardul george constantin,sector 1,sector 1,bucurești,1
Staer 23,bulevardul gh. sincai,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul gh. sincai,sector 4,sector 4,bucurești,2
Staer 23,bulevardul ghencea,sector 6,sector 6,bucurești,1
Staer 23,bulevardul gheorghe ionescu sisesti,sector 1,sector 1,bucurești,1
Staer 23,bulevardul gheorghe sincai,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul gheorghe sincai,sector 4,sector 4,bucurești,2
Staer 23,bulevardul ghica tei,sector 2,sector 2,bucurești,2
Staer 23,bulevardul i. c. brătianu,sector 3,sector 3,bucurești,3
Staer 23,bulevardul iancu de hunedoara,sector 1,sector 1,bucurești,2
Staer 23,bulevardul iancu nicolae,voluntari–pipera,—,ilfov,1
Staer 23,bulevardul ic bratianu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul ic bratianu,sector 3,sector 3,bucurești,1
Staer 23,bulevardul independentei,voluntari–pipera,—,ilfov,1
Staer 23,bulevardul ion ionescu de la brad,sector 1,sector 1,bucurești,1
Staer 23,bulevardul ion mihalache,sector 1,sector 1,bucurești,2
Staer 23,bulevardul iulian mihu,sector 1,sector 1,bucurești,2
Staer 23,bulevardul iuliu iuliu maniu,sector 6,sector 6,bucurești,1
Staer 23,bulevardul iuliu maniu,sector 6,sector 6,bucurești,19
Staer 23,bulevardul iuliu maniu * 21 residence,sector 1,sector 1,bucurești,1
Staer 23,bulevardul iuliu maniu 102-104,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,bulevardul lacu tei,sector 2,sector 2,bucurești,1
Staer 23,bulevardul lacul tei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul lacul tei,sector 2,sector 2,bucurești,3
Staer 23,bulevardul lascar catargiu,sector 1,sector 1,bucurești,1
Staer 23,bulevardul libertatii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul luptatorilor,sector 1,sector 1,bucurești,1
Staer 23,bulevardul marasesti,sector 4,sector 4,bucurești,2
Staer 23,bulevardul matalurgiei,sector 4,sector 4,bucurești,1
Staer 23,bulevardul metalorgiei,sector 4,sector 4,bucurești,1
Staer 23,bulevardul metalurgiei,sector 4,sector 4,bucurești,175
Staer 23,bulevardul metalurgiei - cartierul solar,sector 4,sector 4,bucurești,1
Staer 23,bulevardul metalurgiei(cartier solar),sector 4,sector 4,bucurești,3
Staer 23,bulevardul metalurgii,sector 4,sector 4,bucurești,1
Staer 23,bulevardul metalurigiei,sector 4,sector 4,bucurești,3
Staer 23,bulevardul metralurgiei,sector 4,sector 4,bucurești,1
Staer 23,bulevardul mihai bravu,sector 2,sector 2,bucurești,1
Staer 23,bulevardul mihai eminescu,buftea,—,ilfov,1
Staer 23,bulevardul mircea vodă,sector 3,sector 3,bucurești,5
Staer 23,bulevardul națiunile unite,sector 5,sector 5,bucurești,1
Staer 23,bulevardul nicolae balcescu,dobroești,—,ilfov,2
Staer 23,bulevardul nicolae balcescu,sector 2,sector 2,bucurești,1
Staer 23,bulevardul nicolae grigoresacu,sector 3,sector 3,bucurești,1
Staer 23,bulevardul nicolae grigorescu,bucurești neatribuit,bucurești neatribuit,bucurești,8
Staer 23,bulevardul nicolae grigorescu,sector 3,sector 3,bucurești,18
Staer 23,bulevardul nicolae titulescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul obregia,sector 4,sector 4,bucurești,4
Staer 23,bulevardul octavian goga,sector 3,sector 3,bucurești,7
Staer 23,bulevardul petrolistilor,sector 1,sector 1,bucurești,1
Staer 23,bulevardul pictor nicolae grigorescu,sector 3,sector 3,bucurești,1
Staer 23,bulevardul pieptanari,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul pipera,voluntari–pipera,—,ilfov,17
Staer 23,bulevardul pipera - strada matei basarab,voluntari–pipera,—,ilfov,1
Staer 23,bulevardul pipera( ibiza sol complex ),voluntari–pipera,—,ilfov,1
Staer 23,bulevardul preciziei,sector 6,sector 6,bucurești,1
Staer 23,bulevardul primaveri,sector 1,sector 1,bucurești,1
Staer 23,bulevardul prof.dr.gh.marinescu,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,bulevardul prof.dr.gh.marinescu,sector 5,sector 5,bucurești,1
Staer 23,bulevardul pucheni,bucurești neatribuit,bucurești neatribuit,bucurești,4
Staer 23,bulevardul pucheni,sector 2,sector 2,bucurești,1
Staer 23,bulevardul pucheni,sector 5,sector 5,bucurești,7
Staer 23,bulevardul ramnicu sarat,sector 3,sector 3,bucurești,16
Staer 23,bulevardul ramnicul sarat,sector 3,sector 3,bucurești,1
Staer 23,bulevardul ramnicusarat,sector 3,sector 3,bucurești,1
Staer 23,bulevardul regina elisabeta,sector 5,sector 5,bucurești,1
Staer 23,bulevardul rm. sarat,sector 3,sector 3,bucurești,4
Staer 23,bulevardul schitu magureanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul schitu magureanu,sector 1,sector 1,bucurești,2
Staer 23,bulevardul splaiu uniri,sector 3,sector 3,bucurești,1
Staer 23,bulevardul teodor paladi,sector 3,sector 3,bucurești,1
Staer 23,bulevardul th pallady,sector 3,sector 3,bucurești,1
Staer 23,bulevardul theiodor pallady,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul theodor palady,sector 3,sector 3,bucurești,7
Staer 23,bulevardul theodor palladi,sector 3,sector 3,bucurești,1
Staer 23,bulevardul theodor pallady,sector 3,sector 3,bucurești,30
Staer 23,bulevardul theodor palldy,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul timisioara,sector 6,sector 6,bucurești,1
Staer 23,bulevardul timișoara,sector 6,sector 6,bucurești,21
Staer 23,bulevardul tineretului,bucurești neatribuit,bucurești neatribuit,bucurești,8
Staer 23,bulevardul tineretului,sector 4,sector 4,bucurești,16
Staer 23,bulevardul tineretului,sector 6,sector 6,bucurești,1
Staer 23,bulevardul tudor vladimirescu,voluntari–pipera,—,ilfov,1
Staer 23,bulevardul ul c-tin brancoveanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul unirii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,bulevardul unirii,sector 3,sector 3,bucurești,6
Staer 23,bulevardul unirii,sector 4,sector 4,bucurești,3
Staer 23,bulevardul voluntari,voluntari–pipera,—,ilfov,1
Staer 23,bulevardul vrancei,voluntari–pipera,—,ilfov,2
Staer 23,bulevardul x obregia,sector 4,sector 4,bucurești,10
Staer 23,bulevardul xandru obregea,sector 4,sector 4,bucurești,5
Staer 23,burdujeni,sector 3,sector 3,bucurești,4
